iter	Passed	Remaining
381	3152	5100
382	3161	5093
383	3171	5086
384	3179	5079
385	3187	5070
386	3196	5063
387	3205	5055
388	3214	5048
389	3223	5041
390	3232	5034
391	3241	5028
392	3249	5019
393	3259	5013
394	3267	5005
395	3277	4998
396	3285	4989
397	3293	4981
398	3301	4973
399	3310	4965
400	3318	4957
401	3327	4949
402	3335	4940
403	3342	4930
404	3349	4921
405	3356	4911
406	3364	4902
407	3372	4893
408	3380	4885
409	3388	4876
410	3396	4868
411	3405	4860
412	3413	4851
413	3423	4845
414	3431	4836
415	3439	4828
416	3447	4820
417	3456	4812
418	3464	4803
419	3471	4794
420	3479	4785
421	3487	4776
422	3494	4766
423	3501	4757
424	3509	4748
425	3517	4739
426	3525	4730
427	3532	4721
428	3539	4711
429	3547	4702
430	3555	4694
431	3563	4684
432	3570	4675
433	3578	4666
434	3585	4657
435	3594	4649
436	3601	4639
437	3609	4630
438	3617	4622
439	3624	4612
440	3631	4603
441	3639	4594
442	3646	4585
443	3655	4578
444	3663	4569
445	3671	4560
446	3679	4552
447	3687	4542
448	3694	4534
449	3702	4524
450	3709	4515
451	3717	4506
452	3725	4498
453	3732	4489
454	3740	4480
455	3749	4473
456	3757	4465
457	3765	4456
458	3774	4448
459	3782	4440
460	3790	4431
461	3797	4422
462	3805	4413
463	3813	4405
464	3839	4417
465	3850	4412
466	3859	4404
467	3866	4395
468	3874	4386
469	3881	4376
470	3888	4367
471	3896	4358
472	3904	4350
473	3912	4341
474	3919	4332
475	3927	4323
476	3934	4314
477	3942	4305
478	3950	4296
479	3958	4288
480	3966	4280
481	3974	4270
482	3983	4263
483	3990	4254
484	3998	4245
485	4005	4236
486	4012	4227
487	4020	4218
488	4027	4208
489	4035	4200
490	4042	4190
491	4050	4181
492	4057	4172
493	4065	4164
494	4072	4155
495	4080	4146
496	4088	4137
497	4095	4128
498	4103	4119
499	4110	4110
500	4118	4101
501	4126	4093
502	4134	4085
503	4142	4076
504	4149	4067
505	4157	4059
506	4165	4050
507	4173	4041
508	4181	4033
509	4189	4025
510	4196	4015
511	4203	4006
512	4210	3997
513	4218	3988
514	4225	3979
515	4233	3971
516	4240	3962
517	4248	3953
518	4257	3946
519	4267	3938
520	4276	3931
521	4284	3923
522	4294	3917
523	4310	3915
524	4319	3908
525	4329	3901
526	4338	3893
527	4348	3887
528	4357	3879
529	4366	3872
530	4376	3865
531	4384	3857
532	4393	3849
533	4403	3842
534	4411	3834
535	4420	3826
536	4428	3817
537	4437	3810
538	4446	3802
539	4455	3795
540	4463	3787
541	4471	3778
542	4481	3771
543	4491	3764
544	4499	3756
545	4507	3748
546	4516	3740
547	4524	3732
548	4533	3724
549	4542	3716
550	4550	3708
551	4559	3700
552	4567	3691
553	4575	3683
554	4583	3675
555	4592	3667
556	4600	3659
557	4609	3651
558	4618	3643
559	4627	3635
560	4635	3627
561	4642	3618
562	4651	3610
563	4659	3601
564	4667	3593
565	4675	3584
566	4683	3576
567	4690	3567
568	4697	3558
569	4705	3549
570	4713	3541
571	4721	3532
572	4728	3523
573	4736	3515
574	4744	3506
575	4751	3497
576	4759	3489
577	4767	3480
578	4775	3472
579	4784	3464
580	4791	3455
581	4799	3446
582	4807	3438
583	4815	3430
584	4822	3421
585	4830	3412
586	4838	3403
587	4846	3395
588	4853	3386
589	4862	3378
590	4872	3371
591	4879	3363
592	4887	3354
593	4895	3346
594	4903	3337
595	4914	3331
596	4921	3322
597	4929	3313
598	4937	3305
599	4944	3296
600	4952	3288
601	4960	3279
602	4967	3270
603	4974	3261
604	4982	3252
605	4991	3244
606	4998	3236
607	5006	3227
608	5014	3219
609	5021	3210
610	5029	3202
611	5036	3192
612	5044	3184
613	5052	3176
614	5059	3167
615	5066	3158
616	5074	3149
617	5082	3141
618	5090	3133
619	5097	3124
620	5105	3115
621	5112	3107
622	5120	3098
623	5128	3090
624	5135	3081
625	5143	3072
626	5150	3064
627	5159	3056
628	5167	3047
629	5175	3039
630	5182	3030
631	5191	3022
632	5198	3013
633	5205	3005
634	5213	2996
635	5222	2988
636	5230	2980
637	5237	2971
638	5245	2963
639	5253	2955
640	5262	2947
641	5270	2939
642	5279	2931
643	5287	2922
644	5294	2913
645	5301	2905
646	5309	2896
647	5317	2888
648	5324	2879
649	5333	2871
650	5341	2863
651	5348	2854
652	5355	2846
653	5363	2837
654	5371	2829
655	5379	2821
656	5387	2812
657	5394	2804
658	5402	2795
659	5410	2787
660	5418	2778
661	5425	2770
662	5433	2761
663	5441	2753
664	5450	2745
665	5457	2737
666	5465	2728
667	5472	2720
668	5481	2712
669	5489	2703
670	5496	2695
671	5505	2687
672	5512	2678
673	5520	2670
674	5529	2662
675	5536	2653
676	5543	2644
677	5552	2637
678	5560	2628
679	5568	2620
680	5577	2612
681	5587	2605
682	5595	2597
683	5604	2589
684	5613	2581
685	5623	2574
686	5631	2565
687	5640	2557
688	5648	2549
689	5658	2542
690	5666	2533
691	5676	2526
692	5685	2518
693	5693	2510
694	5702	2502
695	5712	2495
696	5721	2487
697	5729	2479
698	5738	2471
699	5747	2463
700	5755	2455
701	5763	2446
702	5773	2439
703	5781	2431
704	5791	2423
705	5800	2415
706	5808	2407
707	5816	2399
708	5825	2390
709	5833	2382
710	5842	2374
711	5851	2366
712	5860	2358
713	5869	2350
714	5877	2342
715	5886	2334
716	5894	2326
717	5903	2318
718	5911	2310
719	5920	2302
720	5928	2294
721	5936	2285
722	5945	2277
723	5953	2269
724	5960	2260
725	5968	2252
726	5976	2244
727	5983	2235
728	5991	2227
729	5998	2218
730	6006	2210
731	6015	2202
732	6023	2194
733	6030	2185
734	6037	2176
735	6045	2168
736	6052	2159
737	6059	2151
738	6066	2142
739	6074	2134
740	6083	2126
741	6093	2118
742	6103	2111
743	6112	2103
744	6123	2095
745	6133	2088
746	6144	2081
747	6155	2073
748	6164	2065
749	6173	2057
750	6184	2050
751	6194	2042
752	6203	2034
753	6212	2027
754	6223	2019
755	6231	2011
756	6239	2002
757	6248	1994
758	6257	1986
759	6266	1978
760	6275	1970
761	6283	1962
762	6292	1954
763	6303	1947
764	6312	1939
765	6323	1931
766	6334	1924
767	6343	1916
768	6353	1908
769	6364	1901
770	6374	1893
771	6383	1885
772	6392	1877
773	6402	1869
774	6411	1861
775	6423	1854
776	6433	1846
777	6444	1838
778	6453	1830
779	6461	1822
780	6470	1814
781	6479	1806
782	6487	1798
783	6496	1789
784	6505	1781
785	6513	1773
786	6521	1765
787	6531	1757
788	6542	1749
789	6554	1742
790	6565	1734
791	6576	1727
792	6588	1719
793	6599	1712
794	6611	1704
795	6621	1696
796	6631	1688
797	6641	1681
798	6650	1673
799	6658	1664
800	6667	1656
801	6677	1648
802	6686	1640
803	6694	1631
804	6703	1623
805	6711	1615
806	6719	1606
807	6726	1598
808	6734	1589
809	6744	1582
810	6754	1574
811	6763	1565
812	6773	1558
813	6782	1549
814	6791	1541
815	6801	1533
816	6810	1525
817	6820	1517
818	6829	1509
819	6839	1501
820	6847	1493
821	6857	1485
822	6866	1476
823	6877	1469
824	6888	1461
825	6899	1453
826	6909	1445
827	6919	1437
828	6928	1429
829	6937	1420
830	6946	1412
831	6955	1404
832	6964	1396
833	6974	1388
834	6982	1379
835	6991	1371
836	7001	1363
837	7010	1355
838	7019	1347
839	7028	1338
840	7038	1330
841	7048	1322
842	7058	1314
843	7066	1306
844	7076	1298
845	7088	1290
846	7099	1282
847	7111	1274
848	7123	1266
849	7133	1258
850	7143	1250
851	7155	1242
852	7165	1234
853	7175	1226
854	7185	1218
855	7196	1210
856	7206	1202
857	7216	1194
858	7229	1186
859	7237	1178
860	7246	1169
861	7255	1161
862	7263	1153
863	7272	1144
864	7279	1136
865	7287	1127
866	7296	1119
867	7303	1110
868	7311	1102
869	7320	1093
870	7328	1085
871	7337	1077
872	7347	1068
873	7357	1060
874	7366	1052
875	7377	1044
876	7388	1036
877	7399	1028
878	7409	1019
879	7418	1011
880	7427	1003
881	7437	995
882	7448	986
883	7457	978
884	7467	970
885	7494	964
886	7502	955
887	7510	947
888	7519	938
889	7526	930
890	7534	921
891	7541	913
892	7549	904
893	7557	896
894	7567	887
895	7577	879
896	7586	871
897	7595	862
898	7604	854
899	7612	845
900	7621	837
901	7630	829
902	7639	820
903	7649	812
904	7658	803
905	7667	795
906	7676	787
907	7685	778
908	7694	770
909	7703	761
910	7713	753
911	7720	744
912	7727	736
913	7735	727
914	7743	719
915	7750	710
916	7758	702
917	7766	693
918	7774	685
919	7782	676
920	7790	668
921	7797	659
922	7804	651
923	7812	642
924	7819	634
925	7826	625
926	7833	616
927	7842	608
928	7849	599
929	7857	591
930	7865	582
931	7872	574
932	7881	566
933	7890	557
934	7899	549
935	7909	540
936	7919	532
937	7927	524
938	7937	515
939	7947	507
940	7956	498
941	7965	490
942	7976	482
943	7986	473
944	7995	465
945	8005	456
946	8015	448
947	8029	440
948	8038	431
949	8046	423
950	8054	415
951	8062	406
952	8069	397
953	8077	389
954	8085	380
955	8093	372
956	8101	364
957	8109	355
958	8117	347
959	8124	338
960	8133	330
961	8141	321
962	8150	313
963	8158	304
964	8166	296
965	8174	287
966	8182	279
967	8191	270
968	8200	262
969	8210	253
970	8221	245
971	8231	237
972	8241	228
973	8251	220
974	8261	211
975	8270	203
976	8280	194
977	8290	186
978	8301	178
979	8311	169
980	8322	161
981	8332	152
982	8342	144
983	8350	135
984	8361	127
985	8369	118
986	8377	110
987	8386	101
988	8395	93
989	8405	84
990	8413	76
991	8422	67
992	8432	59
993	8440	50
994	8450	42
995	8459	33
996	8467	25
997	8475	16
998	8484	8
999	8492	0
