iter	Passed	Remaining
227	2756	21422
228	2773	21447
229	2788	21457
230	2803	21468
231	2815	21458
232	2829	21454
233	2841	21448
234	2854	21442
235	2868	21443
236	2881	21433
237	2895	21437
238	2921	21525
239	2936	21531
240	2951	21540
241	2964	21536
242	2978	21535
243	2992	21539
244	3007	21542
245	3019	21531
246	3032	21523
247	3046	21519
248	3059	21512
249	3073	21511
250	3088	21518
251	3103	21525
252	3118	21531
253	3132	21531
254	3144	21517
255	3158	21515
256	3170	21501
257	3183	21495
258	3194	21472
259	3206	21458
260	3217	21439
261	3230	21428
262	3241	21410
263	3253	21394
264	3268	21397
265	3284	21409
266	3302	21434
267	3319	21450
268	3337	21476
269	3354	21491
270	3369	21500
271	3383	21495
272	3397	21491
273	3411	21487
274	3425	21487
275	3438	21476
276	3450	21464
277	3464	21457
278	3478	21455
279	3493	21461
280	3510	21474
281	3527	21492
282	3543	21499
283	3556	21490
284	3569	21481
285	3584	21480
286	3599	21482
287	3613	21482
288	3629	21487
289	3645	21494
290	3660	21497
291	3674	21492
292	3686	21475
293	3700	21471
294	3712	21457
295	3726	21452
296	3742	21457
297	3756	21456
298	3769	21443
299	3782	21431
300	3794	21415
301	3805	21396
302	3817	21378
303	3826	21350
304	3838	21329
305	3849	21311
306	3859	21285
307	3870	21264
308	3881	21244
309	3891	21216
310	3903	21199
311	3915	21184
312	3926	21165
313	3939	21153
314	3952	21143
315	3965	21133
316	3976	21110
317	3988	21095
318	3998	21071
319	4008	21047
320	4019	21023
321	4031	21010
322	4042	20987
323	4052	20963
324	4064	20947
325	4074	20923
326	4084	20899
327	4097	20885
328	4108	20869
329	4120	20852
330	4133	20840
331	4145	20828
332	4157	20812
333	4168	20793
334	4181	20783
335	4193	20769
336	4203	20743
337	4214	20725
338	4228	20717
339	4242	20712
340	4255	20703
341	4269	20697
342	4284	20695
343	4298	20694
344	4311	20684
345	4326	20682
346	4338	20668
347	4351	20656
348	4364	20647
349	4377	20636
350	4390	20627
351	4403	20616
352	4415	20601
353	4428	20590
354	4442	20584
355	4456	20579
356	4468	20566
357	4482	20559
358	4497	20556
359	4511	20553
360	4527	20555
361	4544	20563
362	4559	20563
363	4573	20556
364	4587	20548
365	4599	20535
366	4612	20521
367	4624	20508
368	4638	20501
369	4650	20487
370	4662	20472
371	4674	20459
372	4688	20451
373	4701	20441
374	4714	20430
375	4726	20415
376	4740	20408
377	4754	20400
378	4766	20384
379	4776	20361
380	4787	20344
381	4799	20329
382	4810	20308
383	4820	20286
384	4831	20267
385	4843	20253
386	4854	20231
387	4864	20208
388	4873	20183
389	4883	20158
390	4892	20134
391	4903	20112
392	4913	20093
393	4924	20071
394	4934	20051
395	4944	20029
396	4954	20004
397	4964	19981
398	4973	19957
399	4983	19934
400	4993	19911
401	5002	19886
402	5013	19867
403	5022	19842
404	5032	19819
405	5042	19796
406	5051	19772
407	5061	19748
408	5071	19726
409	5081	19704
410	5090	19680
411	5099	19656
412	5109	19634
413	5119	19612
414	5129	19589
415	5138	19566
416	5148	19543
417	5157	19520
418	5167	19500
419	5179	19483
420	5190	19469
421	5202	19453
422	5216	19447
423	5231	19445
424	5246	19444
425	5260	19435
426	5273	19425
427	5288	19422
428	5302	19417
429	5317	19414
430	5333	19414
431	5348	19414
432	5363	19409
433	5375	19396
434	5385	19375
435	5396	19356
436	5407	19342
437	5417	19320
438	5428	19302
439	5440	19290
440	5451	19272
441	5461	19252
442	5474	19239
443	5485	19222
444	5495	19203
445	5507	19188
446	5518	19171
447	5528	19151
448	5540	19137
449	5550	19120
450	5560	19097
451	5572	19083
452	5582	19064
453	5592	19045
454	5603	19028
455	5614	19009
456	5626	18996
457	5637	18980
458	5647	18961
459	5657	18941
460	5669	18925
461	5678	18903
462	5688	18885
463	5701	18872
464	5710	18851
465	5720	18832
466	5732	18817
467	5742	18796
468	5753	18781
469	5766	18771
470	5777	18755
471	5788	18740
472	5802	18731
473	5814	18719
474	5825	18702
475	5837	18690
476	5852	18685
477	5865	18677
478	5880	18672
479	5895	18667
480	5906	18653
481	5922	18652
482	5938	18650
483	5950	18638
484	5962	18625
485	5974	18612
486	5986	18599
487	5998	18585
488	6008	18566
489	6019	18549
490	6029	18530
491	6039	18510
492	6049	18492
493	6059	18473
494	6069	18454
495	6080	18436
496	6090	18417
497	6100	18399
498	6112	18386
499	6125	18375
500	6139	18369
501	6154	18365
502	6169	18361
503	6185	18361
504	6201	18357
505	6217	18357
506	6233	18357
507	6248	18351
508	6263	18348
509	6277	18338
510	6290	18329
511	6300	18310
512	6314	18304
513	6330	18301
514	6343	18291
515	6357	18284
516	6371	18275
517	6386	18272
518	6400	18264
519	6416	18261
520	6429	18251
521	6443	18245
522	6459	18241
523	6473	18233
524	6485	18221
525	6498	18210
526	6513	18204
527	6526	18196
528	6540	18188
529	6555	18181
530	6567	18168
531	6580	18159
532	6594	18150
533	6608	18141
534	6622	18133
535	6634	18119
536	6644	18101
537	6658	18093
538	6672	18086
539	6685	18074
540	6696	18058
541	6709	18048
542	6723	18041
543	6736	18030
544	6748	18017
545	6759	18000
546	6771	17986
547	6783	17974
548	6795	17959
549	6805	17942
550	6819	17932
551	6833	17924
552	6847	17916
553	6861	17908
554	6877	17907
555	6892	17900
556	6909	17900
557	6924	17893
558	6937	17884
559	6953	17880
560	6968	17873
561	6984	17872
562	7001	17870
563	7020	17874
564	7036	17872
565	7053	17869
566	7070	17869
567	7086	17866
568	7103	17864
569	7120	17862
570	7135	17857
571	7153	17858
572	7170	17856
573	7185	17851
574	7202	17849
575	7219	17848
576	7234	17842
577	7249	17835
578	7264	17827
579	7275	17813
580	7286	17795
581	7296	17778
582	7309	17765
583	7326	17765
584	7339	17752
585	7349	17734
586	7361	17720
587	7373	17707
588	7384	17691
589	7395	17673
590	7408	17663
591	7421	17650
592	7436	17644
593	7451	17637
594	7466	17631
595	7487	17638
596	7502	17630
597	7516	17621
598	7530	17614
599	7546	17608
600	7561	17601
601	7574	17588
602	7587	17578
603	7599	17564
604	7611	17549
605	7623	17537
606	7635	17523
607	7646	17506
608	7657	17489
609	7668	17473
610	7679	17457
611	7690	17440
612	7701	17426
613	7711	17407
614	7721	17389
615	7733	17374
616	7742	17355
617	7753	17338
618	7765	17324
619	7774	17304
620	7785	17288
621	7797	17275
622	7807	17256
623	7818	17240
624	7830	17227
625	7840	17209
626	7853	17198
627	7870	17195
628	7887	17191
629	7904	17188
630	7919	17181
631	7934	17175
632	7948	17165
633	7962	17155
634	7975	17143
635	7989	17134
636	8004	17127
637	8018	17117
638	8033	17110
639	8047	17101
640	8059	17088
641	8071	17074
642	8085	17063
643	8097	17049
644	8108	17034
645	8118	17016
646	8130	17002
647	8142	16989
648	8153	16971
649	8163	16955
650	8176	16942
651	8186	16924
652	8196	16908
653	8208	16894
654	8218	16876
655	8228	16859
656	8242	16849
657	8254	16835
658	8265	16819
659	8277	16806
660	8291	16796
661	8305	16786
662	8318	16774
663	8331	16762
664	8345	16753
665	8362	16750
666	8379	16746
667	8396	16743
668	8414	16741
669	8430	16736
670	8447	16732
671	8465	16730
672	8481	16723
673	8494	16711
674	8507	16700
675	8520	16688
676	8530	16670
677	8540	16653
678	8553	16640
679	8563	16623
680	8575	16608
681	8587	16595
682	8598	16579
683	8609	16564
684	8621	16551
685	8634	16538
686	8644	16521
687	8655	16505
688	8667	16492
689	8678	16476
690	8688	16459
691	8701	16446
692	8712	16431
693	8722	16414
694	8734	16401
695	8745	16385
696	8755	16367
697	8765	16350
698	8775	16332
699	8786	16317
700	8798	16303
701	8808	16286
702	8818	16270
703	8831	16258
704	8845	16248
705	8859	16237
706	8871	16224
707	8885	16215
708	8901	16207
709	8917	16202
710	8934	16197
711	8949	16189
712	8966	16184
713	8983	16179
714	8998	16171
715	9010	16159
716	9020	16141
717	9031	16125
718	9043	16111
719	9053	16095
720	9064	16079
721	9077	16067
722	9086	16049
723	9097	16033
724	9108	16019
725	9118	16001
726	9128	15985
727	9140	15969
728	9149	15952
729	9160	15937
730	9171	15922
731	9181	15904
732	9192	15889
733	9201	15871
734	9211	15854
735	9224	15841
736	9233	15824
737	9244	15807
738	9255	15793
739	9265	15776
740	9275	15759
741	9285	15743
742	9295	15725
743	9307	15712
744	9320	15700
745	9332	15687
746	9343	15672
747	9355	15659
748	9367	15645
749	9377	15628
750	9389	15615
751	9401	15602
752	9411	15585
753	9423	15571
754	9435	15559
755	9446	15543
756	9458	15530
757	9470	15518
758	9484	15508
759	9498	15497
760	9510	15484
761	9524	15474
762	9539	15466
763	9554	15456
764	9568	15446
765	9582	15437
766	9595	15426
767	9608	15413
768	9620	15400
769	9634	15389
770	9647	15378
771	9660	15366
772	9673	15354
773	9689	15347
774	9704	15338
775	9717	15327
776	9731	15317
777	9744	15305
778	9756	15292
779	9767	15276
780	9778	15262
781	9788	15246
782	9799	15230
783	9810	15216
784	9821	15201
785	9833	15187
786	9844	15172
787	9854	15157
788	9865	15141
789	9875	15125
790	9885	15110
791	9896	15094
792	9906	15078
793	9916	15061
794	9926	15045
795	9935	15027
796	9945	15011
797	9955	14996
798	9965	14979
799	9975	14962
800	9984	14946
801	9994	14929
802	10004	14913
803	10014	14897
804	10024	14881
805	10033	14863
806	10043	14847
807	10052	14830
808	10062	14814
809	10072	14797
810	10082	14781
811	10091	14765
812	10101	14748
813	10111	14732
814	10121	14717
815	10131	14700
816	10141	14684
817	10150	14667
818	10160	14650
819	10169	14634
820	10179	14617
821	10188	14601
822	10197	14584
823	10207	14568
824	10216	14551
825	10227	14536
826	10239	14523
827	10249	14507
828	10265	14499
829	10278	14488
830	10290	14476
831	10305	14466
832	10315	14450
833	10326	14436
834	10337	14422
835	10348	14408
836	10358	14393
837	10368	14377
838	10378	14361
839	10388	14345
840	10398	14330
841	10407	14314
842	10418	14298
843	10428	14283
844	10437	14267
845	10449	14253
846	10462	14241
847	10475	14231
848	10489	14221
849	10504	14211
850	10516	14198
851	10530	14189
852	10543	14177
853	10557	14167
854	10572	14158
855	10587	14150
856	10602	14140
857	10616	14130
858	10628	14118
859	10639	14103
860	10655	14095
861	10669	14085
862	10681	14072
863	10691	14057
864	10703	14044
865	10716	14032
866	10730	14022
867	10741	14008
868	10754	13996
869	10767	13985
870	10778	13971
871	10790	13958
872	10803	13947
873	10818	13937
874	10832	13927
875	10846	13917
876	10860	13906
877	10871	13892
878	10883	13880
879	10896	13868
880	10909	13856
881	10919	13841
882	10930	13827
883	10942	13814
884	10953	13800
885	10965	13787
886	10980	13778
887	10992	13765
888	11002	13750
889	11013	13736
890	11025	13723
891	11037	13710
892	11049	13697
893	11065	13689
894	11080	13680
895	11092	13667
896	11105	13656
897	11117	13643
898	11129	13630
899	11145	13622
900	11162	13615
901	11177	13606
902	11192	13596
903	11204	13584
904	11215	13570
905	11228	13558
906	11240	13545
907	11250	13530
908	11260	13515
909	11272	13502
910	11283	13488
911	11294	13474
912	11306	13461
913	11317	13447
914	11327	13432
915	11338	13418
916	11349	13403
917	11359	13388
918	11370	13374
919	11380	13359
920	11390	13344
921	11401	13330
922	11410	13314
923	11421	13300
924	11433	13287
925	11443	13272
926	11454	13258
927	11465	13244
928	11475	13229
929	11485	13214
930	11496	13200
931	11507	13186
932	11519	13174
933	11532	13162
934	11543	13148
935	11553	13133
936	11564	13119
937	11574	13104
938	11583	13089
939	11593	13073
940	11603	13058
941	11612	13042
942	11622	13027
943	11632	13012
944	11641	12996
945	11652	12982
946	11662	12967
947	11672	12952
948	11681	12937
949	11691	12921
950	11701	12907
951	11710	12890
952	11719	12875
953	11729	12860
954	11739	12845
955	11749	12830
956	11759	12816
957	11769	12801
958	11782	12790
959	11798	12781
960	11813	12772
961	11827	12762
962	11842	12752
963	11854	12740
964	11868	12728
965	11883	12720
966	11899	12711
967	11914	12702
968	11929	12692
969	11945	12683
970	11960	12674
971	11974	12664
972	11986	12651
973	11998	12639
974	12010	12626
975	12024	12616
976	12038	12605
977	12050	12592
978	12062	12580
979	12075	12568
980	12089	12557
981	12101	12544
982	12112	12531
983	12125	12519
984	12138	12508
985	12148	12493
986	12158	12479
987	12171	12467
988	12181	12452
989	12191	12438
990	12202	12424
991	12212	12409
992	12224	12396
993	12235	12383
994	12245	12368
995	12256	12354
996	12268	12341
997	12279	12328
998	12290	12315
999	12303	12303
1000	12316	12292
1001	12327	12278
1002	12339	12266
1003	12353	12254
1004	12364	12241
1005	12374	12226
1006	12386	12213
1007	12396	12199
1008	12406	12185
1009	12418	12172
1010	12429	12158
1011	12438	12143
1012	12451	12131
1013	12462	12118
1014	12472	12104
1015	12484	12091
1016	12495	12077
1017	12505	12063
1018	12517	12050
1019	12529	12037
1020	12539	12023
1021	12550	12010
1022	12562	11997
1023	12572	11983
1024	12583	11969
1025	12593	11954
1026	12602	11939
1027	12612	11925
1028	12621	11910
1029	12631	11895
1030	12640	11880
1031	12650	11866
1032	12660	11852
1033	12670	11836
1034	12681	11824
1035	12692	11810
1036	12703	11796
1037	12715	11784
1038	12730	11774
1039	12742	11762
1040	12754	11749
1041	12768	11738
1042	12782	11728
1043	12793	11715
1044	12805	11702
1045	12816	11689
1046	12827	11675
1047	12838	11662
1048	12849	11648
1049	12860	11635
1050	12871	11622
1051	12881	11608
1052	12892	11595
1053	12903	11581
1054	12914	11568
1055	12924	11553
1056	12935	11540
1057	12944	11525
1058	12955	11511
1059	12965	11497
1060	12974	11482
1061	12984	11468
1062	12995	11454
1063	13005	11440
1064	13015	11426
1065	13025	11412
1066	13035	11398
1067	13046	11384
1068	13056	11371
1069	13067	11357
1070	13078	11344
1071	13089	11331
1072	13100	11318
1073	13110	11303
1074	13120	11290
1075	13131	11276
1076	13142	11263
1077	13154	11250
1078	13166	11238
1079	13179	11226
1080	13190	11213
1081	13201	11200
1082	13213	11187
1083	13225	11176
1084	13237	11163
1085	13249	11151
1086	13262	11139
1087	13274	11127
1088	13288	11116
1089	13300	11104
1090	13313	11092
1091	13326	11080
1092	13338	11068
1093	13351	11056
1094	13361	11043
1095	13372	11029
1096	13382	11015
1097	13392	11001
1098	13402	10988
1099	13413	10974
1100	13423	10960
1101	13434	10947
1102	13445	10934
1103	13456	10921
1104	13467	10908
1105	13478	10894
1106	13489	10881
1107	13499	10867
1108	13510	10854
1109	13520	10840
1110	13531	10827
1111	13540	10813
1112	13550	10799
1113	13562	10786
1114	13576	10775
1115	13587	10762
1116	13596	10748
1117	13606	10734
1118	13616	10720
1119	13625	10705
1120	13635	10691
1121	13644	10677
1122	13654	10663
1123	13663	10649
1124	13673	10635
1125	13683	10620
1126	13692	10606
1127	13702	10592
1128	13711	10578
1129	13721	10564
1130	13730	10550
1131	13740	10536
1132	13751	10522
1133	13762	10510
1134	13773	10496
1135	13784	10483
1136	13794	10470
1137	13804	10456
1138	13814	10442
1139	13824	10429
1140	13834	10415
1141	13843	10401
1142	13853	10387
1143	13862	10372
1144	13872	10359
1145	13882	10345
1146	13892	10331
1147	13901	10317
1148	13911	10303
1149	13921	10289
1150	13931	10276
1151	13941	10262
1152	13950	10248
1153	13961	10234
1154	13970	10220
1155	13980	10207
1156	13990	10193
1157	14000	10180
1158	14010	10166
1159	14020	10152
1160	14029	10138
1161	14040	10125
1162	14052	10113
1163	14062	10100
1164	14072	10086
1165	14082	10072
1166	14092	10059
1167	14102	10045
1168	14113	10032
1169	14123	10019
1170	14132	10005
1171	14143	9991
1172	14153	9978
1173	14163	9965
1174	14173	9951
1175	14184	9938
1176	14194	9925
1177	14204	9911
1178	14214	9898
1179	14224	9884
1180	14234	9871
1181	14244	9857
1182	14254	9844
1183	14264	9831
1184	14274	9817
1185	14284	9804
1186	14294	9790
1187	14303	9776
1188	14313	9763
1189	14323	9749
1190	14333	9735
1191	14343	9722
1192	14356	9711
1193	14367	9698
1194	14379	9686
1195	14390	9673
1196	14401	9661
1197	14413	9649
1198	14425	9636
1199	14436	9624
1200	14448	9612
1201	14460	9599
1202	14471	9587
1203	14483	9575
1204	14494	9563
1205	14506	9550
1206	14518	9538
1207	14530	9526
1208	14542	9514
1209	14553	9501
1210	14563	9488
1211	14574	9475
1212	14584	9462
1213	14594	9448
1214	14603	9435
1215	14614	9422
1216	14624	9409
1217	14633	9395
1218	14643	9382
1219	14653	9368
1220	14663	9355
1221	14673	9342
1222	14683	9329
1223	14693	9315
1224	14705	9303
1225	14718	9292
1226	14731	9280
1227	14743	9268
1228	14755	9256
1229	14768	9245
1230	14780	9233
1231	14795	9223
1232	14811	9213
1233	14823	9201
1234	14838	9191
1235	14848	9178
1236	14860	9166
1237	14870	9153
1238	14881	9140
1239	14891	9126
1240	14901	9113
1241	14911	9100
1242	14921	9087
1243	14931	9073
1244	14941	9060
1245	14951	9047
1246	14961	9034
1247	14971	9021
1248	14981	9008
1249	14991	8994
1250	15001	8981
1251	15011	8968
1252	15023	8956
1253	15035	8944
1254	15044	8930
1255	15054	8917
1256	15064	8904
1257	15074	8891
1258	15083	8877
1259	15093	8864
1260	15103	8851
1261	15112	8837
1262	15122	8824
1263	15132	8811
1264	15142	8798
1265	15151	8784
1266	15161	8771
1267	15171	8758
1268	15180	8744
1269	15190	8731
1270	15200	8718
1271	15210	8705
1272	15219	8691
1273	15229	8678
1274	15239	8665
1275	15251	8653
1276	15262	8641
1277	15274	8629
1278	15291	8619
1279	15302	8607
1280	15312	8594
1281	15321	8581
1282	15331	8568
1283	15342	8555
1284	15351	8542
1285	15361	8529
1286	15371	8516
1287	15381	8503
1288	15392	8490
1289	15401	8477
1290	15411	8463
1291	15421	8450
1292	15431	8437
1293	15440	8424
1294	15450	8411
1295	15460	8398
1296	15469	8384
1297	15479	8371
1298	15488	8358
1299	15499	8345
1300	15508	8332
1301	15518	8319
1302	15529	8306
1303	15539	8294
1304	15550	8281
1305	15561	8269
1306	15572	8256
1307	15584	8244
1308	15596	8233
1309	15609	8221
1310	15622	8210
1311	15633	8198
1312	15645	8186
1313	15656	8173
1314	15667	8161
1315	15678	8148
1316	15702	8143
1317	15715	8131
1318	15727	8120
1319	15740	8108
1320	15751	8096
1321	15761	8083
1322	15771	8070
1323	15782	8058
1324	15792	8045
1325	15802	8032
1326	15812	8019
1327	15821	8006
1328	15831	7993
1329	15841	7980
1330	15851	7967
1331	15861	7954
1332	15871	7941
1333	15880	7928
1334	15890	7915
1335	15899	7902
1336	15909	7889
1337	15919	7876
1338	15929	7863
1339	15939	7850
1340	15951	7838
1341	15963	7827
1342	15975	7815
1343	15985	7802
1344	15995	7789
1345	16004	7776
1346	16015	7763
1347	16025	7751
1348	16035	7738
1349	16046	7726
1350	16058	7714
1351	16069	7701
1352	16080	7689
1353	16090	7677
1354	16101	7664
1355	16113	7652
1356	16124	7640
1357	16134	7627
1358	16145	7615
1359	16155	7602
1360	16165	7589
1361	16176	7577
1362	16186	7564
1363	16196	7552
1364	16206	7539
1365	16216	7526
1366	16227	7514
1367	16237	7501
1368	16247	7488
1369	16258	7476
1370	16268	7463
1371	16278	7451
1372	16288	7438
1373	16299	7425
1374	16309	7413
1375	16319	7400
1376	16330	7388
1377	16340	7375
1378	16351	7363
1379	16361	7350
1380	16372	7338
1381	16382	7325
1382	16392	7313
1383	16403	7300
1384	16413	7288
1385	16423	7275
1386	16433	7263
1387	16444	7250
1388	16454	7237
1389	16464	7225
1390	16475	7213
1391	16486	7200
1392	16496	7188
1393	16506	7175
1394	16516	7163
1395	16526	7150
1396	16538	7138
1397	16548	7125
1398	16557	7113
1399	16567	7100
1400	16577	7087
1401	16588	7075
1402	16599	7063
1403	16609	7050
1404	16619	7038
1405	16629	7025
1406	16639	7013
1407	16649	7000
1408	16660	6988
1409	16670	6975
1410	16681	6963
1411	16691	6951
1412	16702	6938
1413	16712	6926
1414	16723	6914
1415	16734	6901
1416	16745	6889
1417	16757	6878
1418	16769	6866
1419	16782	6854
1420	16793	6842
1421	16805	6831
1422	16818	6819
1423	16830	6807
1424	16843	6796
1425	16854	6784
1426	16866	6772
1427	16877	6760
1428	16888	6748
1429	16899	6736
1430	16912	6724
1431	16923	6712
1432	16935	6700
1433	16947	6689
1434	16958	6677
1435	16969	6664
1436	16979	6652
1437	16989	6639
1438	17000	6627
1439	17009	6614
1440	17019	6602
1441	17030	6589
1442	17039	6577
1443	17049	6564
1444	17059	6552
1445	17069	6539
1446	17079	6527
1447	17089	6514
1448	17098	6502
1449	17108	6489
1450	17118	6477
1451	17128	6464
1452	17137	6451
1453	17148	6439
1454	17157	6426
1455	17167	6414
1456	17177	6401
1457	17186	6389
1458	17196	6376
1459	17206	6363
1460	17216	6351
1461	17225	6338
1462	17236	6326
1463	17245	6314
1464	17256	6301
1465	17267	6289
1466	17277	6277
1467	17287	6264
1468	17297	6252
1469	17307	6240
1470	17324	6230
1471	17335	6218
1472	17344	6205
1473	17354	6193
1474	17364	6180
1475	17373	6167
1476	17382	6155
1477	17392	6142
1478	17402	6130
1479	17412	6117
1480	17421	6105
1481	17431	6092
1482	17441	6080
1483	17451	6068
1484	17461	6055
1485	17471	6043
1486	17480	6030
1487	17490	6018
1488	17500	6005
1489	17510	5993
1490	17520	5981
1491	17530	5968
1492	17540	5956
1493	17550	5944
1494	17560	5931
1495	17570	5919
1496	17581	5907
1497	17590	5894
1498	17600	5882
1499	17611	5870
1500	17620	5857
1501	17630	5845
1502	17640	5833
1503	17651	5821
1504	17660	5808
1505	17671	5796
1506	17682	5784
1507	17693	5772
1508	17704	5760
1509	17716	5748
1510	17726	5736
1511	17736	5724
1512	17746	5712
1513	17756	5699
1514	17766	5687
1515	17776	5675
1516	17786	5662
1517	17795	5650
1518	17805	5638
1519	17815	5625
1520	17825	5613
1521	17835	5601
1522	17845	5589
1523	17855	5576
1524	17865	5564
1525	17875	5552
1526	17885	5540
1527	17895	5527
1528	17904	5515
1529	17915	5503
1530	17925	5491
1531	17934	5478
1532	17944	5466
1533	17956	5454
1534	17967	5443
1535	17979	5431
1536	17990	5419
1537	18002	5407
1538	18014	5396
1539	18040	5388
1540	18052	5377
1541	18063	5365
1542	18074	5353
1543	18085	5341
1544	18097	5329
1545	18107	5317
1546	18119	5305
1547	18130	5293
1548	18141	5281
1549	18150	5269
1550	18160	5257
1551	18170	5245
1552	18180	5232
1553	18190	5220
1554	18201	5208
1555	18210	5196
1556	18221	5184
1557	18231	5172
1558	18241	5160
1559	18251	5147
1560	18261	5135
1561	18272	5123
1562	18283	5111
1563	18293	5099
1564	18303	5087
1565	18313	5075
1566	18323	5063
1567	18333	5051
1568	18343	5038
1569	18353	5026
1570	18363	5014
1571	18373	5002
1572	18383	4990
1573	18393	4978
1574	18403	4966
1575	18414	4954
1576	18424	4942
1577	18434	4929
1578	18444	4917
1579	18454	4905
1580	18464	4893
1581	18474	4881
1582	18484	4869
1583	18494	4857
1584	18506	4845
1585	18517	4833
1586	18527	4821
1587	18537	4809
1588	18548	4797
1589	18557	4785
1590	18567	4773
1591	18576	4760
1592	18586	4748
1593	18596	4736
1594	18606	4724
1595	18616	4712
1596	18626	4700
1597	18636	4688
1598	18645	4676
1599	18656	4664
1600	18666	4652
1601	18677	4640
1602	18688	4628
1603	18699	4616
1604	18709	4604
1605	18719	4592
1606	18729	4580
1607	18739	4568
1608	18749	4556
1609	18759	4544
1610	18768	4531
1611	18778	4519
1612	18788	4507
1613	18798	4495
1614	18808	4483
1615	18817	4471
1616	18827	4459
1617	18837	4447
1618	18849	4435
1619	18858	4423
1620	18868	4411
1621	18878	4399
1622	18888	4387
1623	18898	4375
1624	18908	4363
1625	18917	4351
1626	18927	4339
1627	18937	4327
1628	18947	4315
1629	18957	4303
1630	18967	4291
1631	18977	4279
1632	18987	4267
1633	18996	4255
1634	19006	4243
1635	19016	4230
1636	19026	4219
1637	19036	4207
1638	19045	4194
1639	19055	4182
1640	19065	4170
1641	19075	4159
1642	19085	4146
1643	19095	4135
1644	19105	4123
1645	19115	4111
1646	19125	4099
1647	19134	4087
1648	19146	4075
1649	19157	4063
1650	19168	4052
1651	19180	4040
1652	19191	4028
1653	19202	4016
1654	19213	4005
1655	19224	3993
1656	19236	3981
1657	19247	3970
1658	19258	3958
1659	19271	3947
1660	19282	3935
1661	19293	3923
1662	19304	3911
1663	19315	3900
1664	19327	3888
1665	19337	3876
1666	19349	3865
1667	19359	3853
1668	19368	3841
1669	19379	3829
1670	19389	3817
1671	19399	3805
1672	19409	3793
