iter	Passed	Remaining
1673	19420	3781
1674	19432	3770
1675	19442	3758
1676	19454	3747
1677	19466	3735
1678	19478	3723
1679	19489	3712
1680	19502	3700
1681	19518	3690
1682	19528	3678
1683	19543	3667
1684	19554	3655
1685	19564	3643
1686	19574	3631
1687	19583	3619
1688	19593	3607
1689	19603	3595
1690	19612	3583
1691	19622	3571
1692	19631	3559
1693	19642	3548
1694	19653	3536
1695	19665	3524
1696	19676	3513
1697	19686	3501
1698	19697	3489
1699	19707	3477
1700	19717	3465
1701	19728	3454
1702	19739	3442
1703	19749	3430
1704	19760	3418
1705	19772	3407
1706	19783	3395
1707	19793	3383
1708	19802	3371
1709	19812	3359
1710	19822	3348
1711	19831	3336
1712	19841	3324
1713	19850	3312
1714	19860	3300
1715	19870	3288
1716	19879	3276
1717	19889	3264
1718	19899	3252
1719	19909	3241
1720	19918	3229
1721	19928	3217
1722	19937	3205
1723	19947	3193
1724	19956	3181
1725	19966	3169
1726	19976	3157
1727	19987	3146
1728	20000	3134
1729	20016	3123
1730	20027	3112
1731	20038	3100
1732	20047	3088
1733	20059	3077
1734	20068	3065
1735	20078	3053
1736	20089	3041
1737	20099	3029
1738	20109	3018
1739	20118	3006
1740	20128	2994
1741	20138	2982
1742	20147	2970
1743	20157	2958
1744	20168	2947
1745	20179	2935
1746	20188	2923
1747	20198	2911
1748	20207	2900
1749	20217	2888
1750	20227	2876
1751	20237	2864
1752	20247	2852
1753	20258	2841
1754	20267	2829
1755	20277	2817
1756	20287	2805
1757	20296	2793
1758	20306	2782
1759	20316	2770
1760	20326	2758
1761	20337	2747
1762	20348	2735
1763	20359	2723
1764	20371	2712
1765	20384	2701
1766	20397	2689
1767	20410	2678
1768	20422	2666
1769	20434	2655
1770	20445	2643
1771	20457	2632
1772	20469	2620
1773	20480	2609
1774	20491	2597
1775	20503	2586
1776	20516	2574
1777	20528	2563
1778	20539	2551
1779	20550	2539
1780	20561	2528
1781	20572	2516
1782	20583	2505
1783	20594	2493
1784	20604	2481
1785	20615	2470
1786	20626	2458
1787	20637	2446
1788	20648	2435
1789	20659	2423
1790	20669	2411
1791	20679	2400
1792	20689	2388
1793	20699	2376
1794	20708	2365
1795	20718	2353
1796	20728	2341
1797	20738	2329
1798	20748	2318
1799	20757	2306
1800	20767	2294
1801	20777	2282
1802	20787	2271
1803	20797	2259
1804	20807	2247
1805	20817	2236
1806	20826	2224
1807	20836	2212
1808	20846	2201
1809	20855	2189
1810	20865	2177
1811	20874	2165
1812	20884	2154
1813	20894	2142
1814	20905	2130
1815	20915	2119
1816	20925	2107
1817	20935	2095
1818	20944	2084
1819	20954	2072
1820	20966	2060
1821	20976	2049
1822	20985	2037
1823	20995	2025
1824	21006	2014
1825	21016	2002
1826	21026	1991
1827	21037	1979
1828	21046	1967
1829	21057	1956
1830	21067	1944
1831	21077	1932
1832	21087	1921
1833	21097	1909
1834	21108	1898
1835	21119	1886
1836	21129	1874
1837	21139	1863
1838	21149	1851
1839	21159	1839
1840	21169	1828
1841	21179	1816
1842	21188	1805
1843	21198	1793
1844	21208	1781
1845	21219	1770
1846	21228	1758
1847	21238	1746
1848	21248	1735
1849	21258	1723
1850	21268	1712
1851	21277	1700
1852	21288	1688
1853	21298	1677
1854	21308	1665
1855	21318	1653
1856	21327	1642
1857	21337	1630
1858	21346	1619
1859	21355	1607
1860	21365	1595
1861	21375	1584
1862	21385	1572
1863	21395	1561
1864	21404	1549
1865	21414	1537
1866	21424	1526
1867	21434	1514
1868	21444	1503
1869	21454	1491
1870	21464	1479
1871	21473	1468
1872	21482	1456
1873	21491	1445
1874	21501	1433
1875	21510	1421
1876	21520	1410
1877	21530	1398
1878	21541	1387
1879	21553	1375
1880	21564	1364
1881	21576	1352
1882	21587	1341
1883	21599	1329
1884	21611	1318
1885	21624	1307
1886	21635	1295
1887	21647	1284
1888	21659	1272
1889	21671	1261
1890	21682	1249
1891	21694	1238
1892	21706	1226
1893	21718	1215
1894	21729	1204
1895	21740	1192
1896	21751	1181
1897	21761	1169
1898	21772	1157
1899	21782	1146
1900	21792	1134
1901	21802	1123
1902	21812	1111
1903	21823	1100
1904	21833	1088
1905	21843	1077
1906	21853	1065
1907	21863	1054
1908	21873	1042
1909	21883	1031
1910	21895	1019
1911	21905	1008
1912	21915	996
1913	21924	985
1914	21935	973
1915	21944	962
1916	21954	950
1917	21964	939
1918	21974	927
1919	21984	916
1920	21995	904
1921	22005	893
1922	22015	881
1923	22024	870
1924	22034	858
1925	22044	846
1926	22054	835
1927	22064	823
1928	22073	812
1929	22083	800
1930	22093	789
1931	22103	777
1932	22112	766
1933	22123	754
1934	22132	743
1935	22143	732
1936	22152	720
1937	22163	709
1938	22174	697
1939	22184	686
1940	22194	674
1941	22204	663
1942	22214	651
1943	22224	640
1944	22234	628
1945	22243	617
1946	22253	605
1947	22263	594
1948	22273	582
1949	22283	571
1950	22293	559
1951	22302	548
1952	22312	536
1953	22322	525
1954	22332	514
1955	22341	502
1956	22351	491
1957	22361	479
1958	22370	468
1959	22380	456
1960	22390	445
1961	22400	433
1962	22410	422
1963	22420	410
1964	22429	399
1965	22440	388
1966	22450	376
1967	22460	365
1968	22470	353
1969	22480	342
1970	22490	330
1971	22500	319
1972	22510	308
1973	22520	296
1974	22530	285
1975	22539	273
1976	22549	262
1977	22559	250
1978	22569	239
1979	22580	228
1980	22590	216
1981	22601	205
1982	22612	193
1983	22623	182
1984	22632	171
1985	22643	159
1986	22652	148
1987	22662	136
1988	22672	125
1989	22682	113
1990	22692	102
1991	22702	91
1992	22712	79
1993	22721	68
1994	22733	56
1995	22744	45
1996	22755	34
1997	22767	22
1998	22780	11
1999	22791	0
