iter	RMSE
644	0.4398428826
645	0.439383537
646	0.4389591992
647	0.4385798891
648	0.4382351176
649	0.4377994994
650	0.4377314972
651	0.4375303215
652	0.4371979435
653	0.4369930408
654	0.4364199039
655	0.4362039939
656	0.4359411454
657	0.4355105003
658	0.4352528564
659	0.4349228818
660	0.4344936544
661	0.4343535609
662	0.4340241288
663	0.433796693
664	0.4336017755
665	0.4331534789
666	0.432596792
667	0.4323216286
668	0.4317077051
669	0.431346707
670	0.4311746135
671	0.4305805411
672	0.4301056281
673	0.4296903382
674	0.4293042141
675	0.429012737
676	0.4288132075
677	0.4282649331
678	0.4279817543
679	0.4277493008
680	0.427506601
681	0.4271498741
682	0.4267949745
683	0.4263696755
684	0.4260657476
685	0.4258101336
686	0.4253449445
687	0.4249691854
688	0.4243123978
689	0.4239770799
690	0.4237107174
691	0.4233764507
692	0.422935941
693	0.4225793079
694	0.4220531304
695	0.4217112086
696	0.4214141734
697	0.4209032992
698	0.4206365903
699	0.4200461804
700	0.4194933571
701	0.4190475226
702	0.4187729825
703	0.4183621783
704	0.4179390523
705	0.4176029063
706	0.4169176393
707	0.4166226042
708	0.4162357631
709	0.4159798762
710	0.4155193528
711	0.4152758642
712	0.4146700864
713	0.4144028004
714	0.4140681708
715	0.4138430048
716	0.4136413075
717	0.4132711468
718	0.4127857486
719	0.4124834959
720	0.4122897571
721	0.4119068686
722	0.4115677891
723	0.4113229385
724	0.4108908242
725	0.4105835406
726	0.4102016882
727	0.4100392022
728	0.4096298529
729	0.4092185112
730	0.4087797417
731	0.4084431204
732	0.4081092218
733	0.4078697705
734	0.4075116819
735	0.4071958529
736	0.4067785069
737	0.4065159234
738	0.4063024155
739	0.4058485093
740	0.4053273201
741	0.4049725318
742	0.4046035884
743	0.4040793103
744	0.4037714805
745	0.4034191647
746	0.4031221578
747	0.4028354909
748	0.4023856775
749	0.40203235
750	0.4012109173
751	0.4008491849
752	0.4006550762
753	0.39996938
754	0.3995923263
755	0.3991664167
756	0.3987892976
757	0.3984545812
758	0.3982956796
759	0.3980769595
760	0.397726571
761	0.3974009726
762	0.3969344407
763	0.3966256091
764	0.3963928675
765	0.3960579054
766	0.3956935469
767	0.3952942849
768	0.3948817866
769	0.39461734
770	0.3942690545
771	0.3940741586
772	0.3936531547
773	0.393381149
774	0.3930396724
775	0.3926555743
776	0.3922035283
777	0.3916642557
778	0.3913457662
779	0.3911360365
780	0.390896056
781	0.3906933097
782	0.3903044494
783	0.3901468234
784	0.389974294
785	0.3895630032
786	0.3892716524
787	0.3891383214
788	0.3887523604
789	0.388230478
790	0.3876755862
791	0.3872379054
792	0.3868646084
793	0.3866882813
794	0.3864249372
795	0.3861561989
796	0.3858248975
797	0.3856176906
798	0.385485406
799	0.3852499355
800	0.3848857374
801	0.3845696728
802	0.3842829529
803	0.3836763039
804	0.383353662
805	0.3832276659
806	0.3828396577
807	0.3825809209
808	0.3821512193
809	0.3818750672
810	0.3814293323
811	0.3811805599
812	0.3810130013
813	0.3806463035
814	0.3804124874
815	0.3802081261
816	0.3799507449
817	0.3795095919
818	0.3791914404
819	0.3786912028
820	0.3785907173
821	0.378359804
822	0.3781923608
823	0.3779198542
824	0.3777714094
825	0.3774249649
826	0.3772525897
827	0.3770482139
828	0.3768103085
829	0.3766340123
830	0.3764660619
831	0.3761594112
832	0.3759038662
833	0.3755782961
834	0.3752383661
835	0.37484126
836	0.3746485482
837	0.374376288
838	0.3742387398
839	0.3738703462
840	0.3736821661
841	0.3734180565
842	0.3731198585
843	0.3727607705
844	0.3724068589
845	0.3721761803
846	0.3720003883
847	0.3716667755
848	0.3715190264
849	0.3712091249
850	0.3710005008
851	0.3705924329
852	0.3701595343
853	0.3697529171
854	0.369294462
855	0.3690562153
856	0.3687188132
857	0.3683314551
858	0.3682271969
859	0.368060281
860	0.3677626782
861	0.3675681366
862	0.3673678409
863	0.367100207
864	0.3665511323
865	0.3664174289
866	0.3661672677
867	0.3659725945
868	0.365701838
869	0.3653774896
870	0.3651726007
871	0.3649228077
872	0.3646002055
873	0.3642790197
874	0.3640949
875	0.3637862628
876	0.3635184869
877	0.3630550826
878	0.3628822047
879	0.3627352081
880	0.3625978155
881	0.3624678293
882	0.3621167983
883	0.3619065352
884	0.3617966475
885	0.3614721383
886	0.3612920927
887	0.3610475225
888	0.360949403
889	0.3606738747
890	0.3604025679
891	0.3599651644
892	0.3597575143
893	0.3596147775
894	0.3593086213
895	0.3586470216
896	0.3583162223
897	0.3580074201
898	0.3579005551
899	0.3573273796
900	0.3571028853
901	0.3569606243
902	0.3566792595
903	0.3563791217
904	0.3562103187
905	0.3560297365
906	0.355725154
907	0.3553165102
908	0.3548996821
909	0.3546420006
910	0.3541504615
911	0.3539324799
912	0.3535908954
913	0.3534213519
914	0.3531731422
915	0.352961394
916	0.3529078504
917	0.3527242783
918	0.3524797145
919	0.3522371778
920	0.351923651
921	0.3517725606
922	0.3515377333
923	0.3512161807
924	0.3508587078
925	0.3507087304
926	0.350285775
927	0.3499836208
928	0.3498832013
929	0.3496715093
930	0.3492815053
931	0.3491052943
932	0.3487857836
933	0.3483444375
934	0.3481704503
935	0.3477351084
936	0.3472987896
937	0.3467773895
938	0.3465555331
939	0.3464711448
940	0.346132049
941	0.3460931533
942	0.3459550621
943	0.3455723081
944	0.3454556503
945	0.3452678356
946	0.3449056799
947	0.3446885045
948	0.3443343158
949	0.344066024
950	0.3438081334
951	0.3436149024
952	0.343514628
953	0.3433767032
954	0.3430715564
955	0.3427838629
956	0.342342196
957	0.3420736925
958	0.3415525485
959	0.3411859713
960	0.3408152445
961	0.3406825753
962	0.340435624
963	0.3400802876
964	0.3398109404
965	0.3395602632
966	0.3391903458
967	0.3390521749
968	0.338881643
969	0.3386242594
970	0.3382450144
971	0.3379743799
972	0.3378153186
973	0.3375524355
974	0.3374022944
975	0.3371058613
976	0.3366648905
977	0.3364223723
978	0.3362979623
979	0.3360830076
980	0.3357966399
981	0.3355450206
982	0.3352728496
983	0.3350977645
984	0.3349373948
985	0.3346935456
986	0.334453778
987	0.3342341095
988	0.3339505969
989	0.3335708254
990	0.3332392795
991	0.3329783224
992	0.3327112654
993	0.3324956436
994	0.3321141681
995	0.3318826639
996	0.3314260494
997	0.3310939219
998	0.3310810769
999	0.3307417089
1000	0.3301145642
1001	0.3297516944
1002	0.3295538152
1003	0.3294229793
1004	0.3292188857
1005	0.3288762419
1006	0.3286221732
1007	0.3285545192
1008	0.3282477183
1009	0.3277527703
1010	0.3276136118
1011	0.3274048243
1012	0.327360793
1013	0.3268567143
1014	0.3266201878
1015	0.3263185948
1016	0.3260341344
1017	0.3258017256
1018	0.325598835
1019	0.3254095788
1020	0.32520695
1021	0.3250154449
1022	0.3248424274
1023	0.3246138625
1024	0.3242910323
1025	0.323945888
1026	0.3236110548
1027	0.3234930075
1028	0.3233215667
1029	0.3232879647
1030	0.3229050007
1031	0.3226807019
1032	0.3222752165
1033	0.3221360134
1034	0.3219915813
1035	0.3217113962
1036	0.3214538962
1037	0.321192691
1038	0.3209813764
1039	0.3209339786
1040	0.3207936374
1041	0.3205620912
1042	0.3204235866
1043	0.320257523
1044	0.3200864753
1045	0.3199771408
1046	0.3195797681
1047	0.319289008
1048	0.3189492478
1049	0.318708331
1050	0.318641172
1051	0.318501542
1052	0.3181153584
1053	0.3178537204
1054	0.3175367719
1055	0.3174654036
1056	0.3171235942
1057	0.3169933012
1058	0.3166034131
1059	0.3164264247
1060	0.3162148055
1061	0.3158602397
1062	0.3155542198
1063	0.3155034512
1064	0.3151226477
1065	0.3149635992
1066	0.3146850985
1067	0.3144045761
1068	0.3140867063
1069	0.313785281
1070	0.3134632549
1071	0.3132843056
1072	0.3130684541
1073	0.3129486196
1074	0.3127455223
1075	0.3125468768
1076	0.3121614794
1077	0.3120687161
1078	0.3117957974
1079	0.3117396653
1080	0.3115253994
1081	0.3114303018
1082	0.3113946986
1083	0.3111972662
1084	0.3110234937
1085	0.3108151531
1086	0.3106548835
1087	0.3104857938
1088	0.3099982639
1089	0.3099549858
1090	0.3098376614
1091	0.3096529307
1092	0.3094070817
1093	0.308946415
1094	0.3085913947
1095	0.3084699812
1096	0.3082626212
1097	0.3080255813
1098	0.3078330672
1099	0.3075750575
1100	0.3072670196
1101	0.3071214577
1102	0.3068547298
1103	0.306792567
1104	0.3064979063
1105	0.306197749
1106	0.3061390705
1107	0.3059238027
1108	0.3057720614
1109	0.3056012447
1110	0.3052849059
1111	0.3049413973
1112	0.3047611266
1113	0.3045361964
1114	0.3043942113
1115	0.3042257082
1116	0.304051492
1117	0.3038289079
1118	0.3037238001
1119	0.3035848513
1120	0.3031344647
1121	0.3028400488
1122	0.3026464437
1123	0.3023513672
1124	0.3021598369
1125	0.3020177651
1126	0.3018344646
1127	0.3016329589
1128	0.3014735584
1129	0.3012474893
1130	0.3009423123
1131	0.3006612738
1132	0.3002470715
1133	0.3000692533
1134	0.2998816665
1135	0.2996862173
1136	0.2995160456
1137	0.2989053489
1138	0.2985923253
1139	0.298404936
1140	0.2982482342
1141	0.297961618
1142	0.2978850055
1143	0.2976142786
1144	0.2974810536
1145	0.2972735494
1146	0.2971576957
1147	0.2970621126
1148	0.2969831789
1149	0.296776927
1150	0.296345285
1151	0.296139507
1152	0.2959843011
1153	0.2958966015
1154	0.2957147819
1155	0.2954791441
1156	0.2952043503
1157	0.2949641279
1158	0.2948144665
1159	0.294597531
1160	0.2944778884
1161	0.2943314049
1162	0.2940772289
1163	0.293770908
1164	0.2936152521
1165	0.2934422155
1166	0.2931667628
1167	0.2930414397
1168	0.2926198682
1169	0.2924325557
1170	0.2922838953
1171	0.2919075062
1172	0.2917056079
1173	0.2915144181
1174	0.291373384
1175	0.2910286103
1176	0.2907015823
1177	0.2904410562
1178	0.2903485021
1179	0.2902401057
1180	0.2901088542
1181	0.2899259372
1182	0.2897135687
1183	0.289432274
1184	0.2890635907
1185	0.2887557566
1186	0.2886379822
1187	0.288528959
1188	0.2882387207
1189	0.2880442712
1190	0.2877839443
1191	0.2876143303
1192	0.2874444947
1193	0.2872078585
1194	0.2869725386
1195	0.2868745988
1196	0.2867579455
1197	0.2864637812
1198	0.2863979591
1199	0.2862516538
1200	0.2859154243
1201	0.2857913242
1202	0.2855857063
1203	0.2853286095
1204	0.2850553368
1205	0.2849237305
1206	0.2845765265
1207	0.2843869502
1208	0.2841066897
1209	0.2839003192
1210	0.2837199039
1211	0.2835427416
1212	0.2834697147
1213	0.2833770999
1214	0.2832757101
1215	0.2831304749
1216	0.2829314948
1217	0.2826765274
1218	0.2824093641
1219	0.282177016
1220	0.2820274731
1221	0.2816137217
1222	0.2811437662
1223	0.280819114
1224	0.2806325332
1225	0.2804516337
1226	0.2803345409
1227	0.2801667243
1228	0.2800278326
1229	0.2798415306
1230	0.2797217475
1231	0.2795919705
1232	0.2793702106
1233	0.279171755
1234	0.2788894162
1235	0.2787991575
1236	0.2786174526
1237	0.2784693723
1238	0.2783379353
1239	0.2781360839
1240	0.2779539928
1241	0.2776286273
1242	0.2771280859
1243	0.2769767909
1244	0.2769369395
1245	0.2766534747
1246	0.2765503336
1247	0.276298287
1248	0.2761686673
1249	0.2758263703
1250	0.275539911
1251	0.2753986383
1252	0.27501576
1253	0.2749100462
1254	0.2747524583
1255	0.2743273094
1256	0.2741329076
1257	0.2738772049
1258	0.2735878321
1259	0.2733845926
1260	0.2731870241
1261	0.2729675829
1262	0.2727424501
1263	0.2726222188
1264	0.2723347449
1265	0.2720263065
1266	0.271949951
1267	0.2716744293
1268	0.2715595815
1269	0.2714378165
1270	0.2712917074
1271	0.2710409607
1272	0.2709906157
1273	0.2707109216
1274	0.2705238029
1275	0.2702492406
1276	0.2700581138
1277	0.2698425244
1278	0.2695914615
1279	0.2695154457
1280	0.2693999527
1281	0.269256742
1282	0.2690771433
1283	0.2687900585
1284	0.2686643469
1285	0.2684084638
1286	0.2683298865
1287	0.2680916371
1288	0.2679144728
1289	0.267587357
1290	0.2673843452
1291	0.2671620056
1292	0.2669002307
1293	0.2667076547
1294	0.2665919242
1295	0.2664238649
1296	0.266258111
1297	0.2661008013
1298	0.2659250526
1299	0.2656641282
1300	0.2654587727
1301	0.2652741543
1302	0.2650909358
1303	0.2647182828
1304	0.2645682685
1305	0.2642225835
1306	0.2639092123
1307	0.263787634
1308	0.2637223852
1309	0.2633939069
1310	0.2631776951
1311	0.2630133561
1312	0.2628289302
1313	0.2624228584
1314	0.2622741595
1315	0.2621335463
1316	0.2619309371
1317	0.2616652706
1318	0.2615110254
1319	0.2612414764
1320	0.2608805226
1321	0.2605987436
1322	0.260503383
1323	0.2602989395
1324	0.260142362
1325	0.2599462117
1326	0.2598371973
1327	0.2596260808
1328	0.2594541801
1329	0.2592586925
1330	0.2591730921
1331	0.2589429245
1332	0.2587507475
1333	0.2586124524
1334	0.2584919835
1335	0.2581995261
1336	0.2579066475
1337	0.2578069238
1338	0.2576011494
1339	0.2574653993
1340	0.25732295
1341	0.2571389169
1342	0.2569631416
1343	0.2568036938
1344	0.2567297809
1345	0.2565997845
1346	0.2563466322
1347	0.2561322561
1348	0.255904154
1349	0.2556855312
1350	0.2554259292
1351	0.2551349363
1352	0.2548888444
1353	0.2546836752
1354	0.2545090424
1355	0.2543116906
1356	0.2541664236
1357	0.2538888802
1358	0.2536702182
1359	0.2534693194
1360	0.2533514473
1361	0.2532620159
1362	0.253145082
1363	0.2530284965
1364	0.2529298519
1365	0.2528330344
1366	0.2525786268
1367	0.2523496758
1368	0.2521128069
1369	0.2518878187
1370	0.251614472
1371	0.2513747576
1372	0.2511957147
1373	0.2510021352
1374	0.2507997523
1375	0.2507235374
1376	0.2503829315
1377	0.2502860611
1378	0.2501638964
1379	0.2499799577
1380	0.2496042813
1381	0.2493973484
1382	0.2491850056
1383	0.248865968
1384	0.248505379
1385	0.2484015574
1386	0.2482691742
1387	0.2481504035
1388	0.2480822311
1389	0.2479474273
1390	0.2476990067
1391	0.24745157
1392	0.2473724362
1393	0.247225645
1394	0.2470595112
1395	0.2469544534
1396	0.2468359489
1397	0.2467773918
1398	0.2467192102
1399	0.2466024839
1400	0.2463633823
1401	0.2462279587
1402	0.2460188433
1403	0.2458149887
1404	0.2457831316
1405	0.2455461912
1406	0.2452448113
1407	0.2449794473
1408	0.2447499585
1409	0.2445792807
1410	0.2444913585
1411	0.2444453638
1412	0.2442698198
1413	0.2441514429
1414	0.2440682391
1415	0.2438904902
1416	0.2437533853
1417	0.2435252132
1418	0.2432181204
1419	0.2431655221
1420	0.2429553269
1421	0.2426426249
1422	0.2424631775
1423	0.2423313889
1424	0.2421764632
1425	0.2419811966
1426	0.2417935778
1427	0.2417341804
1428	0.2415698091
1429	0.2413867289
1430	0.241117468
1431	0.2408921615
1432	0.2408089007
1433	0.2406254635
1434	0.240552189
1435	0.2403778574
1436	0.2402958904
1437	0.2401359951
1438	0.2399837458
1439	0.2398514207
1440	0.2396986875
1441	0.2395796461
1442	0.2395417645
1443	0.2394339637
1444	0.2392508643
1445	0.239113337
1446	0.2389473872
1447	0.2386959927
1448	0.2386029848
1449	0.2383249623
1450	0.2381405629
1451	0.238036876
1452	0.2379166793
1453	0.2377801862
1454	0.2376526815
1455	0.237545914
1456	0.2375018112
1457	0.2373781287
1458	0.2372162168
1459	0.2369848097
1460	0.236821642
1461	0.2367214419
1462	0.2365158976
1463	0.2363353612
1464	0.2361600806
1465	0.235915443
1466	0.2356313324
1467	0.2355000214
1468	0.2353599948
1469	0.2351106702
1470	0.2349083979
1471	0.2347195881
1472	0.23461185
1473	0.2344889795
1474	0.2343910366
1475	0.2342809868
1476	0.2341527452
1477	0.2339987111
1478	0.2339254509
1479	0.2336818292
1480	0.2335392869
1481	0.2333614002
1482	0.2331781794
1483	0.23309507
1484	0.2329016797
1485	0.2326951286
1486	0.2325664363
1487	0.2324929184
1488	0.2323244487
1489	0.2321150069
1490	0.2320599427
1491	0.2318023771
1492	0.2316992873
1493	0.2314946456
1494	0.231335199
1495	0.2309867931
1496	0.2308247671
1497	0.2306590977
1498	0.2305831443
1499	0.2304669161
1500	0.2303761364
1501	0.230228438
1502	0.230030212
1503	0.2298424085
1504	0.2295873446
1505	0.2294694698
1506	0.2293347001
1507	0.2291979289
1508	0.2290913271
1509	0.229004447
1510	0.2287574039
1511	0.2286681053
1512	0.2285279814
1513	0.2284310453
1514	0.2282542362
